Note Name,Pitch_Bend,Velocity,Duration (seconds),Time (seconds)
C#4,0,0.23622047244094488,0.39999999999999997,0.39999999999999997
E4,0,0.33858267716535434,0.4,0.7999999999999999
C#4,0,0.2283464566929134,0.40000000000000013,1.5999999999999999
E4,0,0.25196850393700787,0.3999999999999999,2
C#4,0,0.1968503937007874,0.39999999999999947,2.8000000000000003
E4,0,0.1968503937007874,0.3999999999999999,3.1999999999999997
C#4,0,0.2283464566929134,0.39999999999999947,4
E4,0,0.2283464566929134,0.40000000000000036,4.3999999999999995
C#4,0,0.2125984251968504,0.41000000000000014,5.199999999999999
E4,0,0.2125984251968504,0.39999999999999947,5.58
C#4,0,0.2283464566929134,0.40000000000000036,6.3999999999999995
E4,0,0.2125984251968504,0.39999999999999947,6.8
C#4,0,0.1968503937007874,0.40000000000000036,7.6
E4,0,0.2677165354330709,0.40000000000000036,8
C#4,0,0.2440944881889764,0.40000000000000036,8.799999999999999
E4,0,0.29133858267716534,0.40000000000000036,9.2
A3,0,0.3228346456692913,0.40000000000000036,9.6
C#4,0,0.1968503937007874,0.3999999999999986,10
E4,0,0.25984251968503935,0.40000000000000036,10.399999999999999
A3,0,0.2204724409448819,0.40000000000000213,10.799999999999999
C#4,0,0.25984251968503935,0.3999999999999986,11.200000000000001
E4,0,0.25196850393700787,0.40000000000000036,11.6
A3,0,0.28346456692913385,0.7799999999999994,12
D4,0,0.29133858267716534,0.3999999999999986,12.4
F#4,0,0.33070866141732286,0.40000000000000036,12.799999999999999
A3,0,0.25984251968503935,0.40000000000000036,13.2
D4,0,0.2440944881889764,0.3999999999999986,13.6
F#4,0,0.2677165354330709,0.40000000000000036,13.999999999999998
C4,0,0.2047244094488189,0.3999999999999986,14.8
F#4,0,0.28346456692913385,0.40000000000000036,15.2
C#4,0,0.2204724409448819,0.3999999999999986,16
E4,0,0.25984251968503935,0.40000000000000213,16.4
C#4,0,0.2047244094488189,0.4444443333333332,17.225532
D#4,0,0.36220472440944884,0.42553200000000047,17.669976333333334
C4,0,0.2992125984251969,0.42553200000000047,18.521040333333335
D#4,0,0.1968503937007874,0.42553200000000047,18.946572333333336
C#4,0,0.2755905511811024,0.3999999999999986,20.172104333333337
C#4,0,0.1732283464566929,0.3999999999999986,20.972104333333338
E4,0,0.16535433070866143,0.3999999999999986,21.372104333333336
C#4,0,0.2125984251968504,0.3999999999999986,22.172104333333337
E4,0,0.30708661417322836,0.3999999999999986,22.572104333333336
G#4,0,0.4330708661417323,0.9000000000000021,22.972104333333334
C#4,0,0.2204724409448819,0.3999999999999986,23.372104333333336
E4,0,0.2047244094488189,0.40000000000000213,23.772104333333335
G#4,0,0.3779527559055118,0.3000000000000007,23.872104333333336
G#4,0,0.4330708661417323,3.5899999999999963,24.172104333333337
D#4,0,0.2440944881889764,0.40000000000000213,24.572104333333336
F#4,0,0.25984251968503935,0.3999999999999986,24.972104333333338
D#4,0,0.2047244094488189,0.40000000000000213,25.772104333333335
F#4,0,0.2125984251968504,0.3999999999999986,26.172104333333337
D#4,0,0.2440944881889764,0.40000000000000213,26.972104333333334
F#4,0,0.25984251968503935,0.40000000000000213,27.372104333333336
G#4,0,0.3858267716535433,0.8999999999999986,27.77210433333334
D#4,0,0.25196850393700787,0.3999999999999986,28.172104333333337
F#4,0,0.2992125984251969,0.3999999999999986,28.572104333333336
G#4,0,0.4094488188976378,0.29999999999999716,28.672104333333337
G#4,0,0.48031496062992124,2.3900000000000006,28.972104333333334
C#4,0,0.2283464566929134,0.3999999999999986,29.372104333333336
E4,0,0.23622047244094488,0.40000000000000213,29.772104333333335
C#4,0,0.18110236220472442,0.3999999999999986,30.572104333333336
E4,0,0.25196850393700787,0.40000000000000213,30.972104333333334
A4,0,0.4251968503937008,2.390000000000004,31.372104333333336
A3,0,0.2992125984251969,0.41000000000000014,31.372104333333336
C#4,0,0.2047244094488189,0.3999999999999986,31.77210433333334
F#4,0,0.25196850393700787,0.3999999999999986,32.17210433333334
A3,0,0.2047244094488189,0.3999999999999986,32.572104333333336
C#4,0,0.2125984251968504,0.3999999999999986,32.972104333333334
F#4,0,0.25984251968503935,0.3999999999999986,33.37210433333333
G#4,0,0.4015748031496063,2.3900000000000006,33.77210433333333
B3,0,0.4015748031496063,0.3999999999999986,34.17210433333334
E4,0,0.31496062992125984,0.3999999999999986,34.572104333333336
